cluster_id,category,canonical_keyword,member_keyword,support_count,proposed,accept
2889,others,อร่อยนัว,อร่อยนัว,1,1,1
2890,others,ไก่หนังกรอบดี,ไก่หนังกรอบดี,1,1,1
2891,others,จานใหญ่กินอิ่มพอดี,จานใหญ่กินอิ่มพอดี,1,1,1
2892,others,น้อยไปนิด,น้อยไปนิด,3,1,1
2893,others,อยากให้ร้านเปลี่ยนรูปแบบการเสิร์ฟหมูจากก้อนใหญ่เป็นแบบหมูสไลด์จะดีกว่านี้ค่ะ,อยากให้ร้านเปลี่ยนรูปแบบการเสิร์ฟหมูจากก้อนใหญ่เป็นแบบหมูสไลด์จะดีกว่านี้ค่ะ,1,1,1
2894,others,บางๆ,บางๆ,4,1,1
2894,others,บางๆ,บาง,2,1,0
2895,others,อร่อยมากกก ก.ไก่ล้านตัวค่ะ,อร่อยมากกก ก.ไก่ล้านตัวค่ะ,2,1,1
2895,others,อร่อยมากกก ก.ไก่ล้านตัวค่ะ,อร่อยมากกกกกอไก่ล้านตัว,1,1,0
2896,others,ย่างกำลังดี,ย่างกำลังดี,2,1,1
2897,others,จุใจ,จุใจ,2,1,1
2898,others,ของที่บาร์หมด,ของที่บาร์หมด,1,1,1
2899,others,เติมช้า,เติมช้า,1,1,1
2900,others,หมดตั้งแต่18.30,หมดตั้งแต่18.30,1,1,1
2901,others,รสชาติเปรี้ยวไปหน่อย,รสชาติเปรี้ยวไปหน่อย,1,1,1
2902,others,ไม่ดีเท่าไหร่,ไม่ดีเท่าไหร่,1,1,1
2903,others,โรตีอมน้ำมันมาก,โรตีอมน้ำมันมาก,1,1,1
2904,others,กระทินวลมาก,กระทินวลมาก,1,1,1
2905,others,รสชาติเพรี้ยว,รสชาติเพรี้ยว,1,1,1
2906,others,รสชาตมัน,รสชาตมัน,1,1,1
2907,others,ยืนหนึ่ง,ยืนหนึ่ง,2,1,1
2908,others,good,good,1,1,1
2909,others,รสชาติไม่มีความเป็นผัดฉ่าเลย,รสชาติไม่มีความเป็นผัดฉ่าเลย,1,1,1
2910,others,แป้งเยอะมาก,แป้งเยอะมาก,1,1,1
2911,others,แกงกับกระทิกล่องไม่เข้าเนื้อลูกชิ้นปลาเลย,แกงกับกระทิกล่องไม่เข้าเนื้อลูกชิ้นปลาเลย,1,1,1
2912,others,รสชาดอาหารอ่อนไป,รสชาดอาหารอ่อนไป,1,1,1
2913,others,รสชาติเด็ด,รสชาติเด็ด,6,1,1
2913,others,รสชาติเด็ด,รสชาติเผ็ด,1,1,0
2914,others,ผัดแห้ง,ผัดแห้ง,1,1,1
2915,others,น้ำแกงคือจัดจ้าน,น้ำแกงคือจัดจ้าน,1,1,1
2916,others,เนื้อปลาคือดี,เนื้อปลาคือดี,1,1,1
2917,others,รสชาติอาหารไม่ค่อยจัดจ้านเท่าที่ควร,รสชาติอาหารไม่ค่อยจัดจ้านเท่าที่ควร,1,1,1
2918,others,ควรจะเผ็ด,ควรจะเผ็ด,1,1,1
2919,others,เละเป็นโจ๊ก,เละเป็นโจ๊ก,1,1,1
2920,others,หัวกุ้งไม่มีมัน,หัวกุ้งไม่มีมัน,1,1,1
2921,others,เกินรสชาติจ้าาา,เกินรสชาติจ้าาา,1,1,1
2922,others,มีประสิทธิภาพ,มีประสิทธิภาพ,1,1,1
2923,others,การบริการที่เป็นมิตร,การบริการที่เป็นมิตร,1,1,1
2924,others,ต้องปรับปรุงเรื่องความสด,ต้องปรับปรุงเรื่องความสด,1,1,1
2925,others,เส้นนุ่มนึบกรุบ,เส้นนุ่มนึบกรุบ,1,1,1
2926,others,นุ่มดีมาก,นุ่มดีมาก,1,1,1
2927,others,ละลาย,ละลาย,1,1,1
2928,others,เป็นเอกลักษณ์มากเลย,เป็นเอกลักษณ์มากเลย,1,1,1
2929,others,มีผักสามสี,มีผักสามสี,1,1,1
2930,others,รสชาติเบรคเเตกถึงใจ,รสชาติเบรคเเตกถึงใจ,1,1,1
2931,others,จัดว่าเด็ด,จัดว่าเด็ด,2,1,1
2932,others,กินไม่อิ่มอ่ะ,กินไม่อิ่มอ่ะ,1,1,1
2933,others,นิดเดียว,นิดเดียว,1,1,1
2934,others,เนื้อปูไม่หวาน,เนื้อปูไม่หวาน,1,1,1
2935,others,ใช้ปูแช่แข็ง,ใช้ปูแช่แข็ง,1,1,1
2936,others,เด้งสุดๆ,เด้งสุดๆ,1,1,1
2936,others,เด้งสุดๆ,สดเด้ง,1,1,0
2937,others,หอมซีอิ๊ว,หอมซีอิ๊ว,2,1,1
2938,others,เครื่องเเน่นๆๆ,เครื่องเเน่นๆๆ,1,1,1
2938,others,เครื่องเเน่นๆๆ,เครื่องเเน่น,1,1,0
2939,others,รสชาดอาหารไม่จัดดีครับ,รสชาดอาหารไม่จัดดีครับ,1,1,1
2940,others,ทำดีครับ,ทำดีครับ,1,1,1
2941,others,ซอยพริกละเอียดดี,ซอยพริกละเอียดดี,1,1,1
2942,others,รสชาติไม่ติดหวาน,รสชาติไม่ติดหวาน,1,1,1
2943,others,อร่อยเลิศรส,อร่อยเลิศรส,1,1,1
2944,others,รสขม,รสขม,4,1,1
2944,others,รสขม,รสครีม,1,1,0
2945,others,หมูกรอบสีคล้ำ,หมูกรอบสีคล้ำ,2,1,1
2946,others,ผักสีคล้ำ,ผักสีคล้ำ,2,1,1
2947,others,กินไม่ได้เลยค่ะ,กินไม่ได้เลยค่ะ,1,1,1
2948,others,ให้เยอะจานใหญ่,ให้เยอะจานใหญ่,1,1,1
2949,others,ข้าวต้มไม่ร้อน,ข้าวต้มไม่ร้อน,1,1,1
2950,others,รสเค็มมาก,รสเค็มมาก,1,1,1
2951,others,ไม่ปรุงรสอะไรเลยค่ะ,ไม่ปรุงรสอะไรเลยค่ะ,1,1,1
2952,others,ไม่มีกระเทียมเลย,ไม่มีกระเทียมเลย,1,1,1
2953,others,กุ้งตัวเล็กกว่าในรูปโฆษณาเยอะ,กุ้งตัวเล็กกว่าในรูปโฆษณาเยอะ,1,1,1
2954,others,รอนานนิดนึง,รอนานนิดนึง,2,1,1
2955,others,กรอบแบบไม่เคยเจอมาก่อน,กรอบแบบไม่เคยเจอมาก่อน,1,1,1
2956,others,ไม่เหมือนกัน,ไม่เหมือนเคย,1,1,0
2956,others,ไม่เหมือนกัน,ไม่เหมือนกัน,2,1,1
2956,others,ไม่เหมือนกัน,ไม่เหมือนเดิม,1,1,0
2957,others,แมลงเยอะไปหน่อย,แมลงเยอะไปหน่อย,1,1,1
2958,others,เครื่องทุกอย่างสุกเละ,เครื่องทุกอย่างสุกเละ,2,1,1
2959,others,มะเขือ นิ่มเละเทะ,มะเขือ นิ่มเละเทะ,1,1,1
2960,others,ถั่วฝักยาว นิ่มเละเทะ,ถั่วฝักยาว นิ่มเละเทะ,1,1,1
2961,others,กลิ่นหอมของโหรพา,กลิ่นหอมของโหรพา,1,1,1
2962,others,รสชาติเค็มๆมันๆกำลังดี,รสชาติเค็มๆมันๆกำลังดี,1,1,1
2963,others,รสชาติไม่อร่อยเหมือนเก่าเลย,รสชาติไม่อร่อยเหมือนเก่าเลย,1,1,1
2964,others,ครั้งนี้ไม่มีอะไรโดดเด่นเลยค่ะ,ครั้งนี้ไม่มีอะไรโดดเด่นเลยค่ะ,1,1,1
2965,others,ได้กลิ่นไหม้กระทะ,ได้กลิ่นไหม้กระทะ,1,1,1
2966,others,อร่อยสดชื่น,อร่อยสดชื่น,1,1,1
2967,others,รสชาติกลางๆ ดีครับ,รสชาติกลางๆ ดีครับ,1,1,1
2968,others,เนื้อปลาสดดี,เนื้อปลาสดดี,1,1,1
2969,others,รสชาติดีเเละอร่อยมาก,รสชาติดีเเละอร่อยมาก,1,1,1
2970,others,สะอาดมาก,สะอาดมาก,2,1,1
2971,others,หวานมากเกินไป,หวานมากเกินไป,1,1,1
2972,others,ทำถึงมาก,ทำถึงมาก,1,1,1
2973,others,น้ำปลาราดหวานมาก,น้ำปลาราดหวานมาก,1,1,1
2974,others,มันคือน้ำเชื่อไม่ใช่น้ำปลาแน่นอน,มันคือน้ำเชื่อไม่ใช่น้ำปลาแน่นอน,1,1,1
2975,others,รสชาติโบราณ,รสชาติโบราณ,2,1,1
2976,others,ไม่พอใจมากๆ,ไม่พอใจมากๆ,1,1,1
2977,others,รอนานนนน,รอนานนนน,1,1,1
2978,others,เนื้อปลาคังสด,เนื้อปลาคังสด,1,1,1
2979,others,พริกแกงป่าจัดจ้าน,พริกแกงป่าจัดจ้าน,1,1,1
2980,others,สามรส,สามรส,1,1,1
2981,others,เปี๊ยก,เปี๊ยก,1,1,1
2982,others,พอดีนัว,พอดีนัว,1,1,1
2983,others,ให้ปูเยอะมากกก,ให้ปูเยอะมากกก,1,1,1
2983,others,ให้ปูเยอะมากกก,ให้เยอะมากก,1,1,0
2984,others,ไม่เปื่อย,ไม่เปื่อย,2,1,1
2985,others,กลิ่นสาป,กลิ่นสาป,1,1,1
2986,others,ไม่ค่อยร้อน,ไม่ค่อยร้อน,3,1,1
2987,others,รสชาติอร่อยมาก,รสชาติอร่อยมาก,5,1,1
2987,others,รสชาติอร่อยมาก,รสชาติอร่อยมากๆ,1,1,0
2988,others,หักคะแนนหวาน,หักคะแนนหวาน,1,1,1
2989,others,ต้องควานหาเนื้อปู,ต้องควานหาเนื้อปู,1,1,1
2990,others,หวานหวานจนตกใจ,หวานหวานจนตกใจ,1,1,1
2991,others,รสเบาเกินไป,รสเบาเกินไป,1,1,1
2992,others,น้ำสลัดมาน้อยมาก,น้ำสลัดมาน้อยมาก,1,1,1
2993,others,รสชาติคล้ายยำถั่วพู,รสชาติคล้ายยำถั่วพู,1,1,1
2994,others,ชะอมกรอบไม่มีกลิ่นเลย,ชะอมกรอบไม่มีกลิ่นเลย,1,1,1
2995,others,รสชาดอมหวานเข้มข้นดี,รสชาดอมหวานเข้มข้นดี,1,1,1
2996,others,ใบชะอมกรอบกินเพลินเลย,ใบชะอมกรอบกินเพลินเลย,1,1,1
2997,others,มีกุ้งมีเม็ดมะม่วงหิมฯ,มีกุ้งมีเม็ดมะม่วงหิมฯ,1,1,1
2998,others,ซอสเข้มข้นมากๆ,ซอสเข้มข้นมากๆ,1,1,1
2998,others,ซอสเข้มข้นมากๆ,ซอสเข้มข้นมาก,1,1,0
2999,others,เฉยๆไปหน่อย,เฉยๆไปหน่อย,1,1,1
3000,others,ยังไม่ค่อยประทับใจ,ยังไม่ค่อยประทับใจ,1,1,1
3001,others,กรุบๆหอมๆ,กรุบๆหอมๆ,1,1,1
3002,others,รสชาติไม่ได้ถือว่า ว้าว,รสชาติไม่ได้ถือว่า ว้าว,1,1,1
3003,others,ไม่โอเคกับน้ำจิ้มทุกชนิด,ไม่โอเคกับน้ำจิ้มทุกชนิด,1,1,1
3004,others,เคี้ยวมัน,เคี้ยวมัน,1,1,1
3005,others,รสชาตจัดจ้านถึงใจมาก,รสชาตจัดจ้านถึงใจมาก,1,1,1
3006,others,หมูนุ่มกำลังดี,หมูนุ่มกำลังดี,1,1,1
3007,others,ทำช้าไปนิด,ทำช้าไปนิด,1,1,1
3008,others,อยากให้มี น้ำซุป แถมให้ลูกค้าในชุดด้วยครับ,อยากให้มี น้ำซุป แถมให้ลูกค้าในชุดด้วยครับ,1,1,1
3009,others,ความรู้สึก,ความรู้สึก,1,1,1
3010,others,ใช้เนื้อดี,ใช้เนื้อดี,1,1,1
3011,others,ควันฉุย,ควันฉุย,1,1,1
3012,others,ไม่ชอบรสนี้,ไม่ชอบรสนี้,1,1,1
3013,others,ไม่คุ้น,ไม่คุ้น,1,1,1
3014,others,เนื้อหนานุ่ม,เนื้อหนานุ่ม,1,1,1
3015,others,ตุ๋นเปื่อยดี,ตุ๋นเปื่อยดี,2,1,1
3016,others,กลิ่นหอมมาก,กลิ่นหอมมาก,1,1,1
3017,others,รสชาติลงตัวทุกอย่าง,รสชาติลงตัวทุกอย่าง,1,1,1
3018,others,ไม่เลี่ยนเลย,ไม่เลี่ยนเลย,2,1,1
3019,others,สวรรค์มาก,สวรรค์มาก,1,1,1
3020,others,รสชาดผ่านโอเค,รสชาดผ่านโอเค,1,1,1
3021,others,เย็นชืด,เย็นชืด,2,1,1
3022,others,รสชาติแช่แข็ง,รสชาติแช่แข็ง,1,1,1
3023,others,ประสบการณ์ไทยที่ดีที่สุด,ประสบการณ์ไทยที่ดีที่สุด,1,1,1
3024,others,อัญมณีแท้ ๆ,อัญมณีแท้ ๆ,1,1,1
3025,others,คุณภาพเลิศ,คุณภาพเลิศ,1,1,1
3026,others,คุณภาพสวนทางมาก,คุณภาพสวนทางมาก,1,1,1
3027,others,ไก่มาแบบหุ่นลีนเหมือนนางแบบวิคตอเรียซิคเคร็ด,ไก่มาแบบหุ่นลีนเหมือนนางแบบวิคตอเรียซิคเคร็ด,1,1,1
3028,others,หน้าตาน่ากิน,หน้าตาน่ากิน,1,1,1
3029,others,ไม่ได้แซ่บมาก,ไม่ได้แซ่บมาก,1,1,1
3030,others,เปรี้ยวไม่อร่อย,ไม่ค่อยเปรี้ยว,1,1,0
3030,others,เปรี้ยวไม่อร่อย,เปรี้ยวไม่อร่อย,1,1,1
3031,others,ออกไปทางหวานกับเค็ม,ออกไปทางหวานกับเค็ม,1,1,1
3032,others,ทำท้องเสียมากค่ะ,ทำท้องเสียมากค่ะ,1,1,1
3033,others,น้ำมันเก่า,น้ำมันเก่า,1,1,1
3034,others,เหมือนไก่ค้าง,เหมือนไก่ค้าง,1,1,1
3035,others,กลิ่นค่อนข้างแรง,กลิ่นค่อนข้างแรง,1,1,1
3036,others,ตัวเว่อร์,ตัวเว่อร์,1,1,1
3037,others,เย็นเจี้ยบบบบบ,เย็นเจี้ยบบบบบ,1,1,1
3038,others,อร่อยจนตาแตก,อร่อยจนตาแตก,1,1,1
3039,others,ใช้ของคุณภาพจริง,ใช้ของคุณภาพจริง,1,1,1
3040,others,ฟินจัดครับฟินจริง,ฟินจัดครับฟินจริง,1,1,1
3041,others,กรอบมากกกกกกกกก,กรอบมากกกกกกกกก,1,1,1
3041,others,กรอบมากกกกกกกกก,ชอบมากกกกกกกก,1,1,0
3042,others,อลังการมาก,อลังการมาก,2,1,1
3043,others,รสชาติโดยรวมถือว่าดีเลย,รสชาติโดยรวมถือว่าดีเลย,1,1,1
3044,others,ไก่ทอดมาใหม่ๆ,ไก่ทอดมาใหม่ๆ,1,1,1
3045,others,รสชาติก็โอเคกลางๆ,รสชาติก็โอเคกลางๆ,1,1,1
3046,others,น้ำซุปชิมดูก็รู้ว่าเป็นสูตรเฉพาะของร้าน,น้ำซุปชิมดูก็รู้ว่าเป็นสูตรเฉพาะของร้าน,1,1,1
3047,others,ปรุงได้นัวมากไม่ต้องปรุงเพิ่ม,ปรุงได้นัวมากไม่ต้องปรุงเพิ่ม,1,1,1
3048,others,ลวกเส้นได้เหนียวนุ่มกำลังดี,ลวกเส้นได้เหนียวนุ่มกำลังดี,1,1,1
3049,others,ไม่ใช่พันธุ์หอมมะลิ,ไม่ใช่พันธุ์หอมมะลิ,1,1,1
3050,others,เนื้อไม่เหนียวน้ำซอส,เนื้อไม่เหนียวน้ำซอส,1,1,1
3051,others,ทำให้กินได้เรื่อย,ทำให้กินได้เรื่อย,1,1,1
3052,others,ควรละเอียดกว่านี้,ควรละเอียดกว่านี้,1,1,1
3053,others,ไม่เลี่ยนเลยค่ะ,ไม่เลี่ยนเลยค่ะ,1,1,1
3054,others,รสชาติเครื่องเทศไม่แรง,รสชาติเครื่องเทศไม่แรง,1,1,1
3055,others,ผักหวานมาก,ผักหวานมาก,1,1,1
3056,others,tender,tender,1,1,1
3057,others,ปริมาณน้อยไปหน่อย,ปริมาณน้อยไปหน่อย,2,1,1
3058,others,{'doneness': 'ความสุก'},{'doneness': 'ความสุก'},1,1,1
3059,others,เครื่องปรุงไม่ครบ,เครื่องปรุงไม่ครบ,1,1,1
3060,others,น้ำดื่มน้ำแข็งหมด,น้ำดื่มน้ำแข็งหมด,1,1,1
3061,others,นานมากกกกกว่าจะเติม,นานมากกกกกว่าจะเติม,1,1,1
3062,others,เนื้อตุ๋นรอหั่น,เนื้อตุ๋นรอหั่น,1,1,1
3063,others,เนื้อสไลด์ของน้อย,เนื้อสไลด์ของน้อย,1,1,1
3064,others,มีแต่น้ำ,มีแต่น้ำ,1,1,1
3065,others,เติมได้,ไม่เติม,1,1,0
3065,others,เติมได้,เติมได้,1,1,1
3066,others,เกรดดี,เกรดดี,2,1,1
3067,others,เรียกน้ำย่อยได้เป็นอย่างดี,เรียกน้ำย่อยได้เป็นอย่างดี,1,1,1
3068,others,ฝีมือการปรุง,ฝีมือการปรุง,1,1,1
3069,others,ละมุนลิ้น,ละมุนลิ้น,7,1,1
3070,others,เหมือนเนื้อเศษ,เหมือนเนื้อเศษ,1,1,1
3071,others,ชิ้นเล็ก,ชิ้นเล็ก,4,1,1
3072,others,ติดมันทั้งหมด,ติดมันทั้งหมด,1,1,1
3073,others,อายุเกิน 30,อายุเกิน 30,1,1,1
3074,others,เลิศมากกกกก,เลิศมากกกกก,1,1,1
3075,others,ไม่มีลายเนื้อ,ไม่มีลายเนื้อ,1,1,1
3076,others,หั่นบาง,หั่นบาง,1,1,1
3077,others,ไม่ใกล้เคียงกัน,ไม่ใกล้เคียงกัน,1,1,1
3078,others,หอมมากค่ะ,หอมมากค่ะ,2,1,1
3079,others,หัก3 คะแนน,หัก3 คะแนน,2,1,1
3080,others,หน้าหงิก,หน้าหงิก,2,1,1
3081,others,ตะโกนด่าโวยวายในครัว,ตะโกนด่าโวยวายในครัว,2,1,1
3082,others,service mind น้อยมาก,service mind น้อยมาก,2,1,1
3083,others,tenderness,tenderness,1,1,1
3084,others,เหมาะกับคนชอบครีมมี่,เหมาะกับคนชอบครีมมี่,1,1,1
3085,others,หวานติดลิ้น,หวานติดลิ้น,1,1,1
3086,others,มีกลิ่นคลอรีน,มีกลิ่นคลอรีน,1,1,1
3087,others,คุณภาพวัตถุดิบดีมาก,คุณภาพวัตถุดิบดีมาก,1,1,1
3088,others,เนื้อปูก้อนใหญ่มาก,เนื้อปูก้อนใหญ่มาก,1,1,1
3089,others,รสชาติจะจืดไปหน่อย,รสชาติจะจืดไปหน่อย,1,1,1
3090,others,เหมือนลืมปรุง,เหมือนลืมปรุง,1,1,1
3091,others,ฝีมือแกงคงเส้นคงวา,ฝีมือแกงคงเส้นคงวา,1,1,1
3092,others,ชิ้นหนาๆใหญ่ๆ,ชิ้นหนาๆใหญ่ๆ,1,1,1
3093,others,เติมได้ฟรี,เติมได้ฟรี,1,1,1
3094,others,ลายดี,ลายดี,1,1,1
3095,others,น้ำจิ้มรสเด็ดมาก,น้ำจิ้มเด็ดมาก,1,1,0
3095,others,น้ำจิ้มรสเด็ดมาก,น้ำจิ้มรสเด็ดมาก,1,1,1
3096,others,อิ่มเวอร์,อิ่มเวอร์,1,1,1
3097,others,ใช้ของดีมาก,ใช้ของดีมาก,1,1,1
3098,others,อร่อยมมากกก,อร่อยมมากกก,1,1,1
3099,others,ดีทุกอย่าง,ดีทุกอย่าง,2,1,1
3100,others,รสชาดอาหารจัดจ้านถึงใจ,รสชาดอาหารจัดจ้านถึงใจ,1,1,1
3101,others,รสชาติไม่ได้โดดเด่น,รสชาติไม่ได้โดดเด่น,1,1,1
3102,others,นุ่น,นุ่น,2,1,1
3103,others,ฟีลเหมือนข้าวผัดโบราณ,ฟีลเหมือนข้าวผัดโบราณ,1,1,1
3104,others,รสชาดไม่อร่อย,รสชาดไม่อร่อย,1,1,1
3105,others,ข้าวไม่อร่อย,ข้าวไม่อร่อย,1,1,1
3106,others,รสชาติโอเคครับ,รสชาติโอเคครับ,1,1,1
3107,others,พริกเผ็ดแบบตกใจ,พริกเผ็ดแบบตกใจ,1,1,1
3108,others,ใส่น้อยแต่เผ็ดมาก,ใส่น้อยแต่เผ็ดมาก,1,1,1
3109,others,รสชาดเข้มข้นดี,รสชาดเข้มข้นดี,1,1,1
3110,others,ให้เครื่องเคียงน้อย,ให้เครื่องเคียงน้อย,1,1,1
3111,others,ให้พักห่อน้อย,ให้พักห่อน้อย,1,1,1
3112,others,อาจจะต้องเคี้ยวนานนิด,อาจจะต้องเคี้ยวนานนิด,1,1,1
3113,others,ไม่มีจิตใจ,ไม่มีจิตใจ,1,1,1
3114,others,ไม่หนามาก,ไม่หนามาก,1,1,1
3115,others,สุกง่าย,สุกง่าย,1,1,1
3116,others,กลิ่นของประเทศบ้านเกิดของฉัน,กลิ่นของประเทศบ้านเกิดของฉัน,1,1,1
3117,others,เนื้อนุ่มทานง่าย,เนื้อนุ่มทานง่าย,1,1,1
3118,others,เผาเก่ง,เผาเก่ง,1,1,1
3119,others,มันกุ้งอร่อยเหาะ,มันกุ้งอร่อยเหาะ,1,1,1
3120,others,เนื้อกุ้งไม่เหนียวเกินไป,เนื้อกุ้งไม่เหนียวเกินไป,1,1,1
3121,others,ผัดได้แห้ง,ผัดได้แห้ง,1,1,1
3121,others,ผัดได้แห้ง,ผัดแห้งไป,1,1,0
3122,others,หนังกรอบมาก,หนังกรอบมาก,2,1,1
3123,others,รสชาติอาหารอร่อยมากๆ,รสชาติอาหารอร่อยมากๆ,1,1,1
3123,others,รสชาติอาหารอร่อยมากๆ,รสชาติอาหารอร่อยมาก,1,1,0
3124,others,พนักงานก็บริการดีมาก,พนักงานก็บริการดีมาก,1,1,1
3125,others,แย่ที่สุด,แย่ที่สุด,1,1,1
3126,others,หวานกรอบ,หวานกรอบ,2,1,1
3127,others,สู้ไม่ไหว,สู้ไม่ไหว,1,1,1
3128,others,เค็มเหมือนเกลือหกใส่,เค็มเหมือนเกลือหกใส่,1,1,1
3129,others,มาเป็นน้ำแฉะ,มาเป็นน้ำแฉะ,1,1,1
3130,others,ไม่บุบก้ามใหญ่มาให้,ไม่บุบก้ามใหญ่มาให้,1,1,1
3131,others,ดูกร้า,ดูกร้า,1,1,1
3132,others,ผอมมากตัวเล็ก,ผอมมากตัวเล็ก,1,1,1
3133,others,รสชาติติดหวาน,รสชาติติดหวาน,3,1,1
3134,others,รสชาติโดน,รสชาติโดน,1,1,1
3135,others,เอกลักษณ์,เอกลักษณ์,1,1,1
3136,others,น่าทึ่ง,น่าทึ่ง,2,1,1
3137,others,ตัวกุ้งทอดแข็งไปนิดค่ะ,ตัวกุ้งทอดแข็งไปนิดค่ะ,1,1,1
3138,others,พริกแกงเผ็ดร้อนลึกมาก,พริกแกงเผ็ดร้อนลึกมาก,1,1,1
3139,others,เนื้อปลาไม่ค่อยมี,เนื้อปลาไม่ค่อยมี,1,1,1
3140,others,หอมกรุ่น,หอมกรุ่น,4,1,1
3141,others,แข็งกระด้าง,แข็งกระด้าง,2,1,1
3142,others,รสชาติอาหารยังไม่จัดเหมือนชื่อร้านเท่าไหร่,รสชาติอาหารยังไม่จัดเหมือนชื่อร้านเท่าไหร่,1,1,1
3143,others,ทอดมาได้ดีมาก,ทอดมาได้ดีมาก,1,1,1
3144,others,ข้างนอกกรอบ,ข้างนอกกรอบ,2,1,1
3145,others,ข้างในนุ่ม,ข้างในนุ่ม,1,1,1
3146,others,หุงแฉะ,หุงแฉะ,1,1,1
3147,others,มันติดตรงนิดนึงว่ามันไม่สุด,มันติดตรงนิดนึงว่ามันไม่สุด,1,1,1
3148,others,รสชาติอ่อนโยน,รสชาติอ่อนโยน,1,1,1
3149,others,เข้าใจง่าย,เข้าใจง่าย,1,1,1
3150,others,อยากให้ลดความมันลงเล็กน้อย,อยากให้ลดความมันลงเล็กน้อย,1,1,1
3151,others,เส้นกรอบไม่ค่อยกรอบ,เส้นกรอบไม่ค่อยกรอบ,1,1,1
3152,others,ข้าวยังไม่แตกตัวดี,ข้าวยังไม่แตกตัวดี,1,1,1
3153,others,น้ำจิ้มเข้มข้น,น้ำจิ้มเข้มข้น,1,1,1
3154,others,ยืดหยุ่นถึงฟัน,ยืดหยุ่นถึงฟัน,1,1,1
3155,others,ปริมาณควรเสิร์ฟมากกว่านี้,ปริมาณควรเสิร์ฟมากกว่านี้,1,1,1
3156,others,รสชาดนัวกำลังดี,รสชาดนัวกำลังดี,1,1,1
3157,others,เนื้อเปื่อยดีมากกกกก,เนื้อเปื่อยดีมากกกกก,1,1,1
3158,others,สัมผัสดีมากกก,สัมผัสดีมากกก,1,1,1
3159,others,น้ำซุปเข้มข้นได้รสชาติเนื้อเน้นๆ,น้ำซุปเข้มข้นได้รสชาติเนื้อเน้นๆ,1,1,1
3160,others,เข้มข้นดีครับ,เข้มข้นดีครับ,1,1,1
3161,others,ดีอยู่,ดีอยู่,1,1,1
3162,others,น้ำซุปโอเค,น้ำซุปโอเค,1,1,1
3163,others,หมูจืด,หมูจืด,1,1,1
3164,others,ชามแห้งผ่านสบายๆ,ชามแห้งผ่านสบายๆ,1,1,1
3165,others,น้ำซุปยังไม่ค่อยโดน,น้ำซุปยังไม่ค่อยโดน,1,1,1
3166,others,น้ำซุปหอมดี,น้ำซุปหอมดี,1,1,1
3167,others,รสชาติเทพมากๆ,รสชาติเทพมากๆ,2,1,1
3168,others,หอมกลิ่นเนื้อมากๆ,หอมกลิ่นเนื้อมากๆ,1,1,1
3169,others,รสชาติคงที่,รสชาติคงที่,2,1,1
3170,others,ไม่ได้นุ่ม,ไม่ได้นุ่ม,1,1,1
3171,others,เนื้อมาเยอะพอสมควร,เนื้อมาเยอะพอสมควร,1,1,1
3172,others,ความหอมของเนื้อ,ความหอมของเนื้อ,1,1,1
3173,others,บางชิ้นจะได้ชิ้นใหญ่ไปหน่อย,บางชิ้นจะได้ชิ้นใหญ่ไปหน่อย,1,1,1
3174,others,ถ้าตัดมาให้พอดีคำกว่านี้จะดีมาก,ถ้าตัดมาให้พอดีคำกว่านี้จะดีมาก,1,1,1
3175,others,texture เนื้อร่วนๆ,texture เนื้อร่วนๆ,1,1,1
3176,others,เรียบๆเหมือนลูกชิ้นแป้งนิ่มๆ,เรียบๆเหมือนลูกชิ้นแป้งนิ่มๆ,1,1,1
3177,others,ต้องรอให้ต้มในหม้อพักใหญ่,ต้องรอให้ต้มในหม้อพักใหญ่,1,1,1
3178,others,ลูกชิ้นลูกใหญ่,ลูกชิ้นลูกใหญ่,1,1,1
3179,others,หอมกระเทียมเจียว,หอมกระเทียมเจียว,1,1,1
3180,others,มีความเฉพาะตัว,มีความเฉพาะตัว,1,1,1
3181,others,รสชาติไม่ได้ว้าวมาก,รสชาติไม่ได้ว้าวมาก,2,1,1
3182,others,อ่อนนุ่มกำลังดี,อ่อนนุ่มกำลังดี,1,1,1
3183,others,อร่อยที่สุดในชีวิตที่เคยกินค่ะ,อร่อยที่สุดในชีวิตที่เคยกินค่ะ,1,1,1
3184,others,ปรุงรสอย่างดี,ปรุงรสอย่างดี,1,1,1
3185,others,นำเสนอในรูปแบบที่สวยงาม,นำเสนอในรูปแบบที่สวยงาม,1,1,1
3186,others,รับรู้ได้ถึงความตั้งใจในการทำอาหาร,รับรู้ได้ถึงความตั้งใจในการทำอาหาร,1,1,1
3187,others,ไม่หั่นเลย,ไม่หั่นเลย,1,1,1
3188,others,สไลด์หนามาก,สไลด์หนามาก,1,1,1
3189,others,great,great,1,1,1
3190,others,หลากหลาย,หลากหลาย,5,1,1
3191,others,สีสันสวยงาม,สีสันสวยงาม,1,1,1
3192,others,ลายมันแทรกปริมาณกำลังดี,ลายมันแทรกปริมาณกำลังดี,1,1,1
3193,others,ชิ้นหนาไปหน่อย,ชิ้นหนาไปหน่อย,1,1,1
3194,others,บางมากไป,บางมากไป,1,1,1
3195,others,ชิ้นหนามาก,ชิ้นหนามาก,2,1,1
3196,others,ไม่ถึงกับอร่อยมาก,ไม่ถึงกับอร่อยมาก,1,1,1
3197,others,ที่นั่งค่อนข้างแคบ,ที่นั่งค่อนข้างแคบ,1,1,1
