cluster_id,category,canonical_keyword,member_keyword,support_count,proposed,accept
772,others,ไม่ค่อยเด้ง,ไม่ค่อยเด้ง,1,1,1
773,others,เริ่มแหยะ,เริ่มแหยะ,1,1,1
774,others,แม่ครัวลืมใส่ไข่ปลาริวกิว,แม่ครัวลืมใส่ไข่ปลาริวกิว,1,1,1
775,others,คุณภาพและปริมาณที่ได้ไม่เหมาะสม,คุณภาพและปริมาณที่ได้ไม่เหมาะสม,1,1,1
776,others,ไข่ปลาริวกิวเม็ดเล็กมาก,ไข่ปลาริวกิวเม็ดเล็กมาก,1,1,1
777,others,มีไม่กี่เม็ด,มีไม่กี่เม็ด,2,1,1
778,others,เม็ดเล็กมาก,เม็ดเล็กมาก,1,1,1
779,others,เด็กๆชอบมาก,เด็กๆชอบมาก,2,1,1
780,others,น้ำยำยังไม่เข้าเนื้อปูเลย,น้ำยำยังไม่เข้าเนื้อปูเลย,1,1,1
781,others,ชนะเลิศ,ชนะเลิศ,2,1,1
782,others,อย่างอิ่นเฉยๆค่ะ,อย่างอิ่นเฉยๆค่ะ,1,1,1
783,others,กลิ่นแรง,กลิ่นแรงๆ,1,1,0
783,others,กลิ่นแรง,กลิ่นแรง,4,1,1
784,others,เสียรสชาติอาหาร,เสียรสชาติอาหาร,2,1,1
784,others,เสียรสชาติอาหาร,รสชาติอาหารเพี้ยน,1,1,0
785,others,กลิ่นเครื่องเทศที่รบกวนการทาน,กลิ่นเครื่องเทศที่รบกวนการทาน,1,1,1
786,others,ถ้าคนทานไม่หวานก็จะไม่ชอบ,ถ้าคนทานไม่หวานก็จะไม่ชอบ,1,1,1
787,others,มันมากกว่าเนื้อ,มันมากกว่าเนื้อ,1,1,1
788,others,ไม่น่าจะคอแท้,ไม่น่าจะคอแท้,1,1,1
789,others,รสชาดน้ำเหมือนแพนง,รสชาดน้ำเหมือนแพนง,1,1,1
790,others,หอยเหนียวมีกลิ่นคาว,หอยเหนียวมีกลิ่นคาว,1,1,1
791,others,ไม่แบน,ไม่แบน,1,1,1
792,others,ไม่แห้ง,ไม่แห้ง,5,1,1
793,others,มีหลายความสุกในชิ้นเดียว,มีหลายความสุกในชิ้นเดียว,1,1,1
794,others,แป้งด้านนอกเลี่ยนนิดนึง,แป้งด้านนอกเลี่ยนนิดนึง,1,1,1
795,others,เลิศมาก,เริ่ดมาก,2,1,0
795,others,เลิศมาก,เลิศมาก,3,1,1
796,others,น้ำจิ้มเปรี้ยวหวานตัดเลี่ยน,น้ำจิ้มเปรี้ยวหวานตัดเลี่ยน,1,1,1
797,others,รสชาติหวานมาก,รสชาติหวานมาก,2,1,1
797,others,รสชาติหวานมาก,รสชาติว้าวมาก,1,1,0
798,others,ทอดมาร้อนๆพองๆ,ทอดมาร้อนๆพองๆ,1,1,1
799,others,ปลาหมึกสด,ปลาหมึกสด,3,1,1
800,others,รสชาติแย่ที่สุด,รสชาติแย่ที่สุด,1,1,1
801,others,น้ำราดออกเค็ม,น้ำราดออกเค็ม,1,1,1
802,others,หน้าตาไม่ดึงดูดใจ,หน้าตาไม่ดึงดูดใจ,1,1,1
803,others,ฟู,ฟู,2,1,1
803,others,ฟู,ฟูๆ,1,1,0
804,others,พอใช้ได้,พอใช้ได้,12,1,1
805,others,ไม่เค็ม,ไม่เค็ม,21,1,1
805,others,ไม่เค็ม,เค็มไป,3,1,0
806,others,เนื้อไก่นิ่ม,เนื้อไก่นิ่ม,1,1,1
807,others,ใส่เครื่องอื่นเช่นพริกไทยสด,ใส่เครื่องอื่นเช่นพริกไทยสด,1,1,1
808,others,น้ำไม่ข้น,น้ำไม่ข้น,1,1,1
809,others,รสชาตไม่ไปทางไหน,รสชาตไม่ไปทางไหน,1,1,1
810,others,หมูมาแบบเต็มชาม,หมูมาแบบเต็มชาม,1,1,1
811,others,อยากได้น้ำซุปร้อนๆกว่านี้,อยากได้น้ำซุปร้อนๆกว่านี้,1,1,1
812,others,หมูเหนียวแข็ง,หมูเหนียวแข็ง,1,1,1
813,others,รสชาติน้ำปลาไม่มี,รสชาติน้ำปลาไม่มี,1,1,1
814,others,ไม่ค่อยมีรสชาติ,ไม่ค่อยมีรสชาติ,5,1,1
815,others,หมูยออร่อย,หมูยออร่อย,1,1,1
815,others,หมูยออร่อย,หมูอร่อย,1,1,0
816,others,น้ำยำรสไม่ค่อยจัด,น้ำยำรสไม่ค่อยจัด,1,1,1
817,others,อารมณ์ดี,อาหารสด,2,1,0
817,others,อารมณ์ดี,อารมณ์ดี,2,1,1
818,others,รสชาติเผ็ดจัดจ้านดี,รสชาติเผ็ดจัดจ้านดี,1,1,1
819,others,หอมกลิ่นกะทะ,หอมกลิ่นกะทะ,3,1,1
820,others,รสชาติยังไม่จัดเท่าไหร่,รสชาติยังไม่จัดเท่าไหร่,1,1,1
821,others,รสชาติฝอย,รสชาติฝอย,1,1,1
822,others,ไม่กรอบ,ไม่กรอบ,10,1,1
822,others,ไม่กรอบ,ไม่ครบ,3,1,0
822,others,ไม่กรอบ,ไก่กรอบ,5,1,0
823,others,มันเยิ้ม,มันเยิ้ม,4,1,1
823,others,มันเยิ้ม,มันเยิ้มๆ,1,1,0
824,others,หอมอร่อย,หอมอร่อย,17,1,1
825,others,สดเป็นๆ,สดเป็นๆ,1,1,1
826,others,ออกมาได้ดี,ออกมาได้ดี,1,1,1
827,others,หัวมัน,หัวมัน,1,1,1
828,others,เนื้อแน่นเด้งๆ,เนื้อแน่นเด้งๆ,1,1,1
829,others,ไม่เหมาะกับคนไม่ชอบมัน,ไม่เหมาะกับคนไม่ชอบมัน,1,1,1
830,others,น้ำยังพอใช้,น้ำยังพอใช้,1,1,1
831,others,เปลื่อยๆ,เปลื่อย,1,1,0
831,others,เปลื่อยๆ,เปลื่อยๆ,1,1,1
832,others,เปรี้ยวสะใจ,เปรี้ยวสะใจ,3,1,1
833,others,ถ้าเข้มข้นกว่านี้จะดีมาก,ถ้าเข้มข้นกว่านี้จะดีมาก,1,1,1
834,others,ทอดได้ดีมาก,ทอดได้ดีมาก,1,1,1
835,others,เปลี่ยน,เปลี่ยน,1,1,1
836,others,รสชาติไม่อร่อยเหมือนเดิม,รสชาติไม่อร่อยเหมือนเดิม,1,1,1
837,others,ไหลบัวกรอบดี,ไหลบัวกรอบดี,1,1,1
838,others,แน่น,แน่น,15,1,1
839,others,ขาดเค็ม,ขาดเค็ม,1,1,1
840,others,มีกลิ่นคาวปลา,มีกลิ่นคาวปลา,1,1,1
841,others,รสอร่อย,รสอร่อย,12,1,1
842,others,ผักเด็ดมาอ่อนดี,ผักเด็ดมาอ่อนดี,1,1,1
843,others,10,10,1,1,1
844,others,กรอบนอกนุ่มใน,กรอบนอกนุ่มใน,20,1,1
845,others,เริ่สสสส,เริ่สสสส,1,1,1
845,others,เริ่สสสส,เลิศสุด,1,1,0
846,others,อร่อยยอดเยี่ยม,อร่อยยอดเยี่ยม,1,1,1
847,others,เผาแบบพอดี,เผาแบบพอดี,1,1,1
848,others,หอมกลิ่นเตาถ่าน,หอมกลิ่นเตาถ่าน,1,1,1
849,others,ปรุงมาพอดี,ปรุงมาพอดี,1,1,1
850,others,ขาดเปรี้ยวไปนิดนึง,ขาดเปรี้ยวไปนิดนึง,1,1,1
851,others,อร่อยอย่างแรง,อร่อยอย่างแรง,1,1,1
852,others,ไม่นุ่มจนเกินไป,ไม่นุ่มจนเกินไป,1,1,1
853,others,เส้นเหนียวนุ่มมาก,เส้นเหนียวนุ่มมาก,1,1,1
854,others,ปรุงสดใหม่,ปรุงสดใหม่,2,1,1
855,others,รสชาติก็โดนใจ,รสชาติก็โดนใจ,1,1,1
856,others,ไม่อร่อยมากๆ,ไม่อร่อยมาก,1,1,0
856,others,ไม่อร่อยมากๆ,หมูอร่อยมาก,1,1,0
856,others,ไม่อร่อยมากๆ,ไม่อร่อยมากๆ,2,1,1
857,others,ดูแย่มาก,ดูแย่มาก,1,1,1
858,others,แย่,แย่,4,1,1
858,others,แย่,แยะ,1,1,0
859,others,สดมากกก,สดมากกก,6,1,1
859,others,สดมากกก,กุ้งสดมาก,2,1,0
859,others,สดมากกก,สดมากมาก,1,1,0
860,others,ทอดแบบผ่ากลาง,ทอดแบบผ่ากลาง,1,1,1
861,others,ชอบเห็ดเม็ดเล็กๆ,ชอบเห็ดเม็ดเล็กๆ,1,1,1
862,others,เข้ากัน,เข้ากัน,2,1,1
863,others,ย่างมากำลังดี,ย่างมากำลังดี,2,1,1
864,others,รสจัดจ๊านมาก,รสจัดจ๊านมาก,1,1,1
865,others,เผ็ดร้อนตามแบบใต้ขนานแท้,เผ็ดร้อนตามแบบใต้ขนานแท้,1,1,1
866,others,น้ำแกงหมดเลย,น้ำแกงหมดเลย,1,1,1
867,others,โคตรแย่,โคตรแย่,1,1,1
868,others,เข้มข้นจัดจ้าน,เข้มข้นจัดจ้าน,1,1,1
869,others,ความสะอาด,ความสะอาด,5,1,1
870,others,น้ำจิ้มสูตรทางร้านอร่อย,น้ำจิ้มสูตรทางร้านอร่อย,1,1,1
871,others,กรอบจริง,กรอบจริง,4,1,1
871,others,กรอบจริง,กรอบจริงๆ,2,1,0
872,others,โคตรดีย์ต้องสั่ง,โคตรดีย์ต้องสั่ง,1,1,1
873,others,ควรปรับปรุงเรื่องเส้นให้เหนียวนุ่มกว่านี้,ควรปรับปรุงเรื่องเส้นให้เหนียวนุ่มกว่านี้,1,1,1
874,others,ทำความสะอาดไม่ดี,ทำความสะอาดไม่ดี,2,1,1
875,others,เล็ก,เล็ก,2,1,1
876,others,ติดก้างเยอะ,ติดก้างเยอะ,1,1,1
877,others,ปลาทอดมาดี,ปลาทอดมาดี,1,1,1
878,others,น้ำปลาที่ราดไม่เข้ากัน,น้ำปลาที่ราดไม่เข้ากัน,1,1,1
879,others,เนื้อกุ้งค่อนข้างแข็งไป,เนื้อกุ้งค่อนข้างแข็งไป,1,1,1
880,others,มันเกินสุก,มันเกินสุก,1,1,1
881,others,รสชาติเปลี่ยนไป,รสชาติเปลี่ยนไป,4,1,1
882,others,ไข่,ไข่,1,1,1
883,others,เกี๊ยวหมู,เกี๊ยวหมู,1,1,1
884,others,เค็มโดด,เค็มโดด,2,1,1
885,others,ร้านเด็ด,ร้านเด็ด,1,1,1
886,others,รสชาติไม่ต้องปรุง,รสชาติไม่ต้องปรุง,1,1,1
887,others,เส้นคลุกมาดีแล้ว,เส้นคลุกมาดีแล้ว,1,1,1
888,others,อร่อยกำลังดี,อร่อยกำลังดี,3,1,1
889,others,ร้อนๆฟรี,ร้อนๆฟรี,1,1,1
890,others,รสชาติไม่ได้เผ็ดและจัดมาก,รสชาติไม่ได้เผ็ดและจัดมาก,1,1,1
891,others,เข้มแรง,เข้มแรง,1,1,1
892,others,มีเอกลักษณ์,มีเอกลักษณ์,3,1,1
893,others,ครบรสมากยิ่งขึ้น,ครบรสมากยิ่งขึ้น,1,1,1
894,others,ไม่ถึงกับจัดจ้านไปทางเปรี้ยวหรือเผ็ดนัก,ไม่ถึงกับจัดจ้านไปทางเปรี้ยวหรือเผ็ดนัก,1,1,1
895,others,เผ็ดใช้ได้ครับ,เผ็ดใช้ได้ครับ,1,1,1
896,others,น้ำผัดเส้นกลิ่นหืนๆ,น้ำผัดเส้นกลิ่นหืนๆ,1,1,1
897,others,นุ่มนิ่ม,นุ่มนิ่ม,1,1,1
898,others,ปูไม่สด,ปูไม่สด,2,1,1
899,others,เปรี้ยวแบบน้ำจิ้ม 3 รส,เปรี้ยวแบบน้ำจิ้ม 3 รส,1,1,1
900,others,มันนัว,มันนัว,2,1,1
901,others,เข้าเครื่อง,เข้าเครื่อง,1,1,1
902,others,นุ่มลิ้น,นุ่มลิ้น,8,1,1
903,others,ซี่โครงเปื่อยนุ่มละลายในปาก,ซี่โครงเปื่อยนุ่มละลายในปาก,1,1,1
904,others,เปื่อยพอประมาณ,เปื่อยพอประมาณ,1,1,1
905,others,รสจัดถึงเครื่อง,รสจัดถึงเครื่อง,2,1,1
906,others,หมูกรอบทอดได้หนักกรอบ,หมูกรอบทอดได้หนักกรอบ,1,1,1
907,others,ข้าวอร่อย,ข้าวอร่อย,4,1,1
908,others,ออกแฉะหน่อย,ออกแฉะหน่อย,1,1,1
909,others,รสชาติกระเพราโดยรวมออกกลางๆไม่เผ็ดจัดจ้าน,รสชาติกระเพราโดยรวมออกกลางๆไม่เผ็ดจัดจ้าน,1,1,1
910,others,เส้นผมในข้าว,เส้นผมในข้าว,1,1,1
911,others,รสชาติต้มยำจริงๆ,รสชาติต้มยำจริงๆ,1,1,1
912,others,เนื้อปูเยอะดี,เนื้อปูเยอะดี,1,1,1
913,others,รสชาติจัดจ้านมาก,รสชาติจัดจ้านมาก,5,1,1
914,others,เลี่ยนมาก,เลี่ยนมาก,1,1,1
915,others,เปรี้ยวนำ,เปรี้ยวนำ,10,1,1
916,others,สีสด,สุด,2,1,0
916,others,สีสด,สีสด,2,1,1
916,others,สีสด,สดๆๆ,1,1,0
917,others,ยังไม่ว้าวมาก,ยังไม่ว้าวมาก,1,1,1
918,others,ออกจืดๆ,ออกจืดๆ,1,1,1
919,others,มีกลิ่นเนยที่ใช้ผัดชัดเจน,มีกลิ่นเนยที่ใช้ผัดชัดเจน,1,1,1
920,others,ชิ้นใหญ่สะใจ,ชิ้นใหญ่สะใจ,1,1,1
921,others,เหนียวไปหน่อย,เหนียวไปหน่อย,4,1,1
921,others,เหนียวไปหน่อย,เหนียวหน่อยๆ,1,1,0
921,others,เหนียวไปหน่อย,เปรี้ยวไปหน่อย,2,1,0
922,others,ใส่ปูน้อยไปหน่อย,ได้ปูน้อยไปหน่อย,1,1,0
922,others,ใส่ปูน้อยไปหน่อย,ใส่ปูน้อยไปหน่อย,1,1,1
923,others,อร่อยขั้นสุด,อร่อยขั้นสุด,1,1,1
924,others,ของคุณภาพดี,ของคุณภาพดี,1,1,1
925,others,หอมเครื่องกะหรี่,หอมเครื่องกะหรี่,1,1,1
926,others,เนื้อปูน้อยไปหน่อย,เนื้อปูน้อยไปหน่อย,1,1,1
927,others,น้ำจิ้มซีฟู๊ดไม่เผ็ดมาก,น้ำจิ้มซีฟู๊ดไม่เผ็ดมาก,1,1,1
928,others,เผ็ดดี,เผ็ดดี,4,1,1
928,others,เผ็ดดี,เผ็ดดุ,1,1,0
928,others,เผ็ดดี,เผ็ดๆดี,1,1,0
929,others,ธรรมดาเกินไปมาก,ธรรมดาเกินไปมาก,1,1,1
930,others,ปลาหมึกเหนียวไป,ปลาหมึกเหนียวไป,1,1,1
931,others,เนื้อปูไม่เป็นชิ้นใหญ่,เนื้อปูไม่เป็นชิ้นใหญ่,1,1,1
932,others,ลักษณะเป็นชิ้นเล็ก ๆ ละเอียด,ลักษณะเป็นชิ้นเล็ก ๆ ละเอียด,1,1,1
933,others,รสชาติไม่เหมือนยำ,รสชาติไม่เหมือนยำ,1,1,1
934,others,กริวเนื้อดีมากๆๆๆ,กริวเนื้อดีมากๆๆๆ,1,1,1
935,others,สุดแซบบบบบ,สุดแซบบบบบ,1,1,1
936,others,หอมพริกไทยอ่อนๆ,หอมพริกไทยอ่อนๆ,1,1,1
937,others,ซอสรสเข้มเกินไป,ซอสรสเข้มเกินไป,1,1,1
938,others,อร่อยทุกคำ,อร่อยทุกคำ,1,1,1
939,others,รสกำลังดี,รสกำลังดี,3,1,1
940,others,เคี้ยวเพลิน,เคี้ยวเพลิน,3,1,1
941,others,ขอให้ร้อนอีกหน่อย,ขอให้ร้อนอีกหน่อย,1,1,1
942,others,เข้มข้นสะใจ,เข้มข้นสะใจ,1,1,1
943,others,เนื้อเปื่อยมาก,เนื้อเปื่อยมาก,1,1,1
944,others,เค็มมากขึ้น,เค็มมากขึ้น,1,1,1
945,others,แช่เย็นๆ,แช่เย็นๆ,1,1,1
946,others,ความเผ็ดไม่เยอะเท่าใต้แท้,ความเผ็ดไม่เยอะเท่าใต้แท้,1,1,1
947,others,น่าจะปรับรสให้ทานได้,น่าจะปรับรสให้ทานได้,1,1,1
948,others,น้ำแกงอร่อย,น้ำแกงอร่อย,1,1,1
949,others,เสียดายมันไปนิด,เสียดายมันไปนิด,1,1,1
950,others,น่าจะเป็นข้าวร่วนๆหน่อย,น่าจะเป็นข้าวร่วนๆหน่อย,1,1,1
951,others,จานเล็กมาก,จานเล็กมาก,3,1,1
952,others,คิด service charge,คิด service charge,1,1,1
953,others,ทอดกรอบ,ทอดกรอบ,10,1,1
954,others,ชุ่ม,ชุ่ม,3,1,1
955,others,เส้นหนึบกำลังดี,เส้นหนึบกำลังดี,1,1,1
956,others,ถ้าไม่โรยผงจะดีมาก,ถ้าไม่โรยผงจะดีมาก,1,1,1
957,others,ขับลมออกหูดีมาก,ขับลมออกหูดีมาก,1,1,1
958,others,อร่อยแบบที่สุด,อร่อยแบบที่สุด,1,1,1
959,others,หวานเล็กน้อย,หวานเล็กน้อย,2,1,1
960,others,รสไม่จัด,รสไม่จัด,4,1,1
961,others,เผ็ดนำ,เผ็ดนำ,1,1,1
962,others,ทำถึงมากกกกค่า,ทำถึงมากกกกค่า,1,1,1
963,others,ไม่ค่อยมีน้ำมัน,ไม่ค่อยมีน้ำมัน,2,1,1
964,others,หมูนุ่มมาก,หมูนุ่มมาก,3,1,1
964,others,หมูนุ่มมาก,หมูนุ่มมากๆ,1,1,0
965,others,กลิ่นเนื้อ,กลิ่นเนื้อ,2,1,1
966,others,แปลกใหม่,แปลกใหม่,2,1,1
967,others,เด็กโตทานได้,เด็กโตทานได้,1,1,1
968,others,สะตอและกระเทียมน้อยไป,สะตอและกระเทียมน้อยไป,1,1,1
969,others,รสชาติแซ่บนัว,รสชาติแซ่บนัว,1,1,1
970,others,รสไม่เพี๊ยน,รสไม่เพี๊ยน,1,1,1
971,others,ผัดได้ร่วนดี,ผัดได้ร่วนดี,1,1,1
972,others,ข้าวแข็งไปหน่อย,ข้าวแข็งไปหน่อย,2,1,1
973,others,ใช้ปลาหมึกยักษ์,ใช้ปลาหมึกยักษ์,1,1,1
974,others,เนื้อเหนียว,เนื้อเหนียว,6,1,1
975,others,รสชาติอาหารดีค่ะ,รสชาติอาหารดีค่ะ,2,1,1
976,others,เนื้อย่างค่อนข้างเหนียว,เนื้อย่างค่อนข้างเหนียว,1,1,1
977,others,ปลาสดเนื้อหวาน,ปลาสดเนื้อหวาน,1,1,1
978,others,รสชาติสุดยอด,รสชาติสุดยอด,3,1,1
979,others,อร่อยมากที่สุด,อร่อยมากที่สุด,2,1,1
980,others,รสชาติเปรี้ยวเค็มเผ็ดครบ,รสชาติเปรี้ยวเค็มเผ็ดครบ,1,1,1
981,others,หมูมันไปนิดเดียว,หมูมันไปนิดเดียว,1,1,1
982,others,รสเครื่องเทศเฉพาะตัว,รสเครื่องเทศเฉพาะตัว,1,1,1
983,others,เนื้อแน่นนุ่ม,เนื้อแน่นนุ่ม,1,1,1
984,others,ปลาสด,ปลาสด,21,1,1
985,others,ไม่มีรสสัมผัสกุ้งเลย,ไม่มีรสสัมผัสกุ้งเลย,1,1,1
986,others,น้ำจิ้มซีฟู้ดแซ่บเริ่ด,น้ำจิ้มซีฟู้ดแซ่บเริ่ด,1,1,1
987,others,เปรี้ยวกำลังพอดี,เปรี้ยวกำลังพอดี,1,1,1
988,others,หน่อไม้อ่อนมาก,หน่อไม้อ่อนมาก,1,1,1
989,others,ปลาหมึกตัวเล็ก,ปลาตัวเล็กมาก,1,1,0
989,others,ปลาหมึกตัวเล็ก,ปลาหมึกตัวเล็ก,1,1,1
990,others,งั้นๆ,งั้นๆ,3,1,1
990,others,งั้นๆ,งั้นๆๆ,1,1,0
991,others,ไม่มีอะไรโดดเด่น,ไม่มีอะไรโดดเด่น,1,1,1
992,others,แข็งมาก,แข็งมาก,9,1,1
993,others,รสชาติอาหารถือว่าอร่อยใช้ได้เลย,รสชาติอาหารถือว่าอร่อยใช้ได้เลย,1,1,1
994,others,หน้าตาและกลิ่นดี,หน้าตาและกลิ่นดี,1,1,1
995,others,หอมกลิ่นมะนาวสด,หอมกลิ่นมะนาวสด,1,1,1
996,others,ชอบตรงใช้น้ำมะนาวแท้,ชอบตรงใช้น้ำมะนาวแท้,1,1,1
997,others,นุ่มละมุน,นุ่มละมุน,8,1,1
998,others,ยืดเหมือนโมจิ,ยืดเหมือนโมจิ,1,1,1
999,others,นุ่มละลายในปาก,นุ่มละลายในปาก,8,1,1
1000,others,มีประโยชน์,มีประโยชน์,1,1,1
1001,others,texture เหมือนทานโมจิ,texture เหมือนทานโมจิ,1,1,1
1002,others,ทำสะอาด,ทำสะอาด,1,1,1
1003,others,ผัดได้พอดี,ผัดได้พอดี,1,1,1
1004,others,เส้นเหนียวหนึบ,เส้นเหนียวหนึบ,1,1,1
1005,others,รสชาติOGมาก,รสชาติOGมาก,1,1,1
1006,others,เส้นเหนียวนุ่ม,เส้นเหนียวนุ่ม,9,1,1
1007,others,ปริมาณสะใจ,ปริมาณสะใจ,1,1,1
1008,others,หอมพริกไทย,หอมพริกไทย,6,1,1
1009,others,เนื้อไก่นุ่มมาก,เนื้อไก่นุ่มมาก,3,1,1
1010,others,ไก่นุ่มมากๆๆๆ,ไก่นุ่มมากๆๆๆ,1,1,1
1011,others,รสชาติดั้งเดิม,รสชาติดั้งเดิม,6,1,1
1011,others,รสชาติดั้งเดิม,รสชาติคงเดิม,1,1,0
1012,others,จีนแท้ๆ,จีนแท้ๆ,1,1,1
1013,others,คั่วแห้งมาก,คั่วแห้งมาก,1,1,1
1014,others,รสชาดไม่ต้องปรุง,รสชาดไม่ต้องปรุง,1,1,1
1015,others,บริการดีมากค่ะ,บริการดีมากค่ะ,1,1,1
1016,others,แนะนำเลยค่ะ,แนะนำเลยค่ะ,1,1,1
1017,others,สชาด,สชาด,1,1,1
1018,others,อร่อยมากครับ,อร่อยมากครับ,23,1,1
1019,others,หอมกลิ่นกระทะของแท้เลย,หอมกลิ่นกระทะของแท้เลย,1,1,1
1020,others,ร้อน ๆ,ร้อน ๆ,3,1,1
1021,others,ใช้วัตถุดิบดี,ใช้วัตถุดิบดี,3,1,1
1022,others,เยอะด้วย,เยอะด้วย,1,1,1
1022,others,เยอะด้วย,เยอะดี,1,1,0
1023,others,รสชาติอ่อนๆนุ่มๆ,รสชาติอ่อนๆนุ่มๆ,1,1,1
1024,others,ทอดใบเหลียงกรอบนอกนุ่มใน,ทอดใบเหลียงกรอบนอกนุ่มใน,1,1,1
1025,others,มันไข่ปู,มันไข่ปู,1,1,1
1026,others,น้ำยำรสชาดดี,น้ำยำรสชาดดี,1,1,1
1027,others,นุ่มนวล,นุ่มนวล,1,1,1
1028,others,ชิ้นใหญ่นุ่ม,ชิ้นใหญ่นุ่ม,1,1,1
1029,others,ให้เอ็นเยอะมาก,ให้เอ็นเยอะมาก,1,1,1
1030,others,ซดน้ำซุปเพลินดี,ซดน้ำซุปเพลินดี,1,1,1
1031,others,รสจะออกไปทางเกาเหลาผัดซีอิ้วมากไปหน่อย,รสจะออกไปทางเกาเหลาผัดซีอิ้วมากไปหน่อย,1,1,1
1032,others,น้ำราดดีงาม,น้ำราดดีงาม,1,1,1
1033,others,เผาดีมาก,เผาดีมาก,2,1,1
1034,others,แกะก้ามมาให้ด้วย,แกะก้ามมาให้ด้วย,1,1,1
1035,others,จัดจานได้สวยงาม,จัดจานได้สวยงาม,1,1,1
1036,others,เด้งๆ,เด้งๆ,15,1,1
1037,others,กลิ่นหอม,กลิ่นหอม,24,1,1
1038,others,เข้ากันมาก,เข้ากันมาก,3,1,1
1038,others,เข้ากันมาก,เข้ากันมากๆ,2,1,0
1039,others,ข้าวเหนียวดี,ข้าวเหนียวดี,1,1,1
1040,others,มะม่วงสุกหวานกำลังดี,มะม่วงสุกหวานกำลังดี,1,1,1
1041,others,ออกมาตอนจะอิ่มแล้ว,ออกมาตอนจะอิ่มแล้ว,1,1,1
1042,others,ไม่เผ็ด,ไม่เผ็ด,14,1,1
1042,others,ไม่เผ็ด,ไม่พิเศษ,1,1,0
1043,others,เปรี้ยวหวานพอดี,เปรี้ยวหวานพอดี,1,1,1
1044,others,จัดจ้านดี,จัดจ้านดี,1,1,1
1045,others,รสอ่อนไปยังไม่แซ่บ,รสอ่อนไปยังไม่แซ่บ,1,1,1
1046,others,รสชาดจัดจ้าน,รสชาดจัดจ้าน,21,1,1
1046,others,รสชาดจัดจ้าน,รสชาตจัดจ้าน,3,1,0
1047,others,ฉ่ำดี,ฉ่ำดี,1,1,1
1048,others,น้ำจิ้มแจ่วหวาน,น้ำจิ้มแจ่วหวาน,1,1,1
1049,others,น้ำราดออกหวานไปนิดนึง,น้ำราดออกหวานไปนิดนึง,1,1,1
1050,others,รสชาติไม่เหมือนเดิม,รสชาติไม่เหมือนเดิม,1,1,1
1051,others,แนะนำให้สั่งพิเศษจะได้เนื้อปูก้อนใหญ่,แนะนำให้สั่งพิเศษจะได้เนื้อปูก้อนใหญ่,1,1,1
1052,others,ปริมาณน้อยไปนิดนึง,ปริมาณน้อยไปนิดนึง,2,1,1
1053,others,ถ้ากลมกลมได้มากกว่านี้จะดีมาก,ถ้ากลมกลมได้มากกว่านี้จะดีมาก,1,1,1
1054,others,ทำถึง,ทำถึง,2,1,1
1055,others,รสชาดพอดีมาก,รสชาดพอดีมาก,1,1,1
1056,others,ไม่ค่อยชอบ,ไม่ค่อยชอบ,2,1,1
1057,others,ไม่อ่อน,ไม่อ่อน,1,1,1
1058,others,ขนาดกำลังดี,ข้นกำลังดี,1,1,0
1058,others,ขนาดกำลังดี,ขนาดกำลังดี,1,1,1
1059,others,ถ้ากรอบและแห้งกว่านี้จะอร่อยมาก,ถ้ากรอบและแห้งกว่านี้จะอร่อยมาก,1,1,1
1060,others,เต็ม10ไม่หัก,เต็ม10ไม่หัก,1,1,1
1061,others,มาเป็นชิ้น,มาเป็นชิ้น,1,1,1
1062,others,ไม่ต้องทรมานยัดให้หมด,ไม่ต้องทรมานยัดให้หมด,1,1,1
1063,others,รสชาตไม่เล็ก,รสชาตไม่เล็ก,1,1,1
1064,others,อร่อยมากก,อร่อยมากก,27,1,1
1065,others,เนื้อตุ๋นเปื่อยนุ่ม,เนื้อตุ๋นจนเปื่อย,1,1,0
1065,others,เนื้อตุ๋นเปื่อยนุ่ม,เนื้อตุ๋นเปื่อยนุ่ม,1,1,1
1066,others,เยอะะะมากกก,เยอะะะมากกก,1,1,1
1067,others,อร่อยไม่ผิดหวัง,อร่อยไม่ผิดหวัง,1,1,1
1068,others,ปริมาณเยอะ,ปริมาณเยอะ,12,1,1
1069,others,อร่อยเกิน,อร่อยเกิน,1,1,1
1070,others,แก้เผ็ดได้ดี,แก้เผ็ดได้ดี,2,1,1
1071,others,หวานที่สุด,หวานที่สุด,1,1,1
1072,others,ไม่มีความเผ็ด,ไม่มีความเผ็ด,1,1,1
1073,others,ไม่นุ่ม,ไม่นุ่ม,6,1,1
1074,others,ทานยาก,ทานยาก,2,1,1
1075,others,ร้อนแรง,ร้อนแรง,5,1,1
1075,others,ร้อนแรง,ร่อยแรง,1,1,0
1076,others,รสชาติไม่คงที่,รสชาติไม่คงที่,1,1,1
1077,others,เเฉะไม่เเห้งหอมเหมือนเดิม,เเฉะไม่เเห้งหอมเหมือนเดิม,1,1,1
1078,others,ควรทำใหม่ๆ,ควรทำใหม่ๆ,1,1,1
1079,others,ไม่เอาของในเเพ็คมาขาย,ไม่เอาของในเเพ็คมาขาย,1,1,1
1080,others,ของต้องร้อนๆ,ของต้องร้อนๆ,1,1,1
1081,others,รสชาตินัวๆ,รสชาตินัว,2,1,0
1081,others,รสชาตินัวๆ,รสชาตินัวๆ,3,1,1
1082,others,กรุบกรอบ,กร๊อบกรอบ,1,1,0
1082,others,กรุบกรอบ,กรุบกรอบ,2,1,1
